"","county","year","crmrte","prbarr","prbconv","prbpris","avgsen","polpc","density","taxpc","west","central","urban","pctmin80","wcon","wtuc","wtrd","wfir","wser","wmfg","wfed","wsta","wloc","mix","pctymle"
"11",21,87,0.0437355004251003,0.234760001301765,0.334701001644135,0.429071992635727,10.6199998855591,0.00182958005461842,2.60242795944214,52.626293182373,1,0,1,9.62444019317627,313.473754882812,433.857971191406,228.174026489258,363.767059326172,318.363525390625,378.899993896484,496.130004882812,381.299987792969,335.359985351562,0.0628930777311325,0.0721972584724426
"12",23,87,0.0269836001098156,0.289121001958847,0.40378001332283,0.365956991910934,7.07000017166138,0.00146110996138304,1.5119047164917,29.0828037261963,1,0,0,7.93198013305664,284.988983154297,400.739837646484,213.184005737305,325.027099609375,315.024230957031,327.450012207031,463.670013427734,361.209991455078,308.320007324219,0.0840064585208893,0.0839780569076538
"13",25,87,0.0302542001008987,0.32354798913002,0.406780004501343,0.492646992206573,8.01000022888184,0.00197140011005104,2.57417583465576,33.036205291748,0,1,0,15.0998001098633,315.729034423828,384.615386962891,220.589721679688,358.6328125,318.033538818359,355.589996337891,486.359985351562,411.079986572266,357.440002441406,0.0884831473231316,0.0764153972268105
"14",27,87,0.0382489003241062,0.268018007278442,0.352941006422043,0.321429014205933,11.6899995803833,0.00145013001747429,1.49893844127655,43.0633926391602,1,0,0,6.45795011520386,292.735046386719,428.502319335938,213.462020874023,316.943634033203,292.351715087891,309.269989013672,450.279998779297,283.600006103516,310.850006103516,0.089570552110672,0.0835386365652084
"15",33,87,0.0159188993275166,0.270949989557266,0.515464007854462,0.479999989271164,7.32000017166138,0.000755930028390139,0.525700926780701,27.3810977935791,0,1,0,43.9169006347656,218.886810302734,286.415710449219,195.19953918457,368.248779296875,172.473266601562,324.450012207031,357.160003662109,407.540008544922,268.440002441406,0.151125401258469,0.0800520181655884
"16",35,87,0.0408569015562534,0.266025990247726,0.325300991535187,0.370370000600815,10.0600004196167,0.00189444003626704,2.92424249649048,56.8621063232422,0,1,0,10.0838003158569,346.588836669922,469.221984863281,277.292510986328,359.311737060547,296.849090576172,341.320007324219,525.510009765625,360.679992675781,333.320007324219,0.181221604347229,0.0789114013314247
"17",37,87,0.0226016994565725,0.321866989135742,0.385495990514755,0.316832005977631,8.6899995803833,0.00130501005332917,0.512711882591248,34.7024765014648,0,1,0,27.8078994750977,307.278015136719,462.440795898438,227.785842895508,305.654602050781,231.361511230469,321.899993896484,460.619995117188,393.290008544922,321.529998779297,0.0810092985630035,0.0715407729148865
"18",39,87,0.0119153996929526,0.30833300948143,0.972972989082336,0.291667014360428,11.5799999237061,0.00119154003914446,0.462389379739761,27.2756404876709,1,0,0,3.94548988342285,277.557495117188,390.189514160156,180.063385009766,295.858001708984,246.015243530273,270.779998779297,397.329986572266,313.059997558594,239.169998168945,0.137440755963326,0.0697328671813011
"19",41,87,0.0257712993770838,0.307245999574661,0.452829986810684,0.520833015441895,17.4099998474121,0.00149398995563388,0.741758227348328,41.769287109375,0,0,0,42.6421012878418,256.410247802734,379.000549316406,238.55891418457,271.739135742188,232.591598510742,332.070007324219,451.839996337891,389.989990234375,312.049987792969,0.0987261086702347,0.0635552629828453
"20",45,87,0.0362806990742683,0.202627003192902,0.450567007064819,0.474819988012314,8.96000003814697,0.00121530995238572,1.84401714801788,30.8490028381348,0,1,0,21.7499008178711,318.380798339844,403.055847167969,248.775863647461,301.863220214844,293.114837646484,367.420013427734,463.369995117188,352.350006103516,320.820007324219,0.0859486386179924,0.0801353678107262
"21",47,87,0.0313622988760471,0.182926997542381,0.763333022594452,0.270741999149323,7.78999996185303,0.00128126994241029,0.563965857028961,32.6604957580566,0,0,0,33.4031982421875,367.828582763672,342.572418212891,194.677688598633,352.613494873047,256.410247802734,355.829986572266,426.559997558594,313.709991455078,313.839996337891,0.124057568609715,0.0738102495670319
"22",49,87,0.0374979004263878,0.264420002698898,0.371879011392593,0.356889992952347,8.69999980926514,0.00148532004095614,1.14407992362976,39.2304840087891,0,0,0,29.9071998596191,292.832153320312,406.504058837891,212.485092163086,312.695434570312,304.306640625,375.320007324219,474.299987792969,297.690002441406,290.480010986328,0.106923080980778,0.122244790196419
"23",51,87,0.0883848965167999,0.155248001217842,0.259833008050919,0.407627999782562,11.9300003051758,0.00190801999997348,3.93455100059509,35.6993637084961,0,0,1,37.7792015075684,283.669494628906,412.472045898438,213.752380371094,324.835723876953,257.334442138672,441.720001220703,433.940002441406,367.339996337891,333.709991455078,0.10474319010973,0.142237797379494
"24",53,87,0.0140655003488064,0.303191006183624,0.140350997447968,0.25,11.960000038147,0.00112224998883903,0.53515625,50.3813934326172,0,0,0,17.9095993041992,266.450408935547,202.429153442383,219.780212402344,305.944061279297,223.850219726562,250.419998168945,371.790008544922,383.720001220703,296.640014648438,0.0804597735404968,0.0847630873322487
"25",55,87,0.0790162980556488,0.224628001451492,0.207830995321274,0.304347991943359,13.5699996948242,0.00400961982086301,0.511508941650391,119.761451721191,0,0,0,6.49622011184692,309.523803710938,445.276214599609,189.743591308594,284.593292236328,221.390335083008,319.209991455078,338.910003662109,361.679992675781,326.079986572266,0.0843727067112923,0.0761380717158318
"26",57,87,0.0300216004252434,0.222001999616623,0.736908972263336,0.320623993873596,10.4700002670288,0.00136191002093256,2.25182485580444,28.5919933319092,0,1,0,10.9956998825073,324.608825683594,418.638031005859,225.529556274414,338.569885253906,261.351226806641,324.670013427734,496.070007324219,325.149993896484,314.010009765625,0.0749771371483803,0.0787302404642105
"27",59,87,0.0233327001333237,0.22775299847126,0.622516989707947,0.425532013177872,6.5,0.00119654997251928,1.02621722221375,41.0719413757324,0,1,0,10.870400428772,280.898864746094,335.459014892578,210.336532592773,317.307678222656,316.664459228516,316.570007324219,428.329986572266,388.920013427734,307.25,0.116161622107029,0.0775692835450172
"28",61,87,0.0233676992356777,0.398119002580643,0.493438005447388,0.361701995134354,8.77000045776367,0.00141621998045594,0.507936537265778,32.599609375,0,0,0,34.9995002746582,244.200241088867,308.515014648438,214.220306396484,327.121337890625,203.886428833008,266.579986572266,414.839996337891,333.459991455078,308.049987792969,0.167073175311089,0.0757990181446075
"29",63,87,0.0706598982214928,0.133224993944168,0.459215998649597,0.363635987043381,11.5100002288818,0.00237609003670514,5.6744966506958,50.1991806030273,0,1,1,38.2229995727539,349.32666015625,548.986511230469,238.915435791016,435.110717773438,391.308074951172,646.849975585938,563.77001953125,415.510009765625,362.579986572266,0.0758538171648979,0.0946898087859154
"30",65,87,0.0658800974488258,0.287330001592636,0.154451996088028,0.403921991586685,9.84000015258789,0.00185739004518837,1.16798424720764,30.6282444000244,0,0,0,51.6931991577148,362.152740478516,540.106140136719,209.057891845703,316.295532226562,216.458892822266,313.709991455078,543.030029296875,348.880004882812,329.160003662109,0.0936429426074028,0.0762234628200531
"31",67,87,0.0614176988601685,0.217215001583099,0.248275995254517,0.488425999879837,10.5699996948242,0.00217746989801526,6.42718458175659,45.8998718261719,0,1,1,25.6546001434326,206.552703857422,379.554656982422,189.180740356445,278.035217285156,230.498062133789,275.720001220703,419.070007324219,400.589996337891,313.549987792969,0.219996944069862,0.0764797329902649
"32",69,87,0.0173157993704081,0.283504992723465,0.739394009113312,0.418033003807068,9.10000038146973,0.00107107998337597,0.712550580501556,35.3764190673828,0,1,0,42.3223991394043,372.162170410156,508.203521728516,266.779449462891,466.001586914062,347.660888671875,560.780029296875,516.049987792969,381.029998779297,388.089996337891,0.079777367413044,0.0818194821476936
"33",71,87,0.0544060990214348,0.24311900138855,0.229589998722076,0.379175007343292,11.289999961853,0.00207028002478182,4.8347339630127,31.5365791320801,0,1,0,13.3149995803833,291.450775146484,595.371948242188,240.367324829102,348.025390625,295.230072021484,358.950012207031,509.429992675781,359.109985351562,339.579986572266,0.101860798895359,0.0793902799487114
"34",77,87,0.0441957004368305,0.190876007080078,0.528302013874054,0.488094985485077,9.60000038146973,0.00246711005456746,0.717228472232819,29.7058753967285,0,1,0,45.451301574707,254.792526245117,391.737884521484,197.699493408203,311.355316162109,199.445755004883,360.209991455078,512.299987792969,369.75,329.339996337891,0.179051652550697,0.0834576413035393
"35",79,87,0.015675900503993,0.411538004875183,0.308411002159119,0.454544991254807,6.19000005722046,0.00102495995815843,0.620300769805908,37.5018920898438,0,0,0,45.4674987792969,223.919921875,320.512817382812,171.032867431641,334.448150634766,250,218.300003051758,353.309997558594,385.190002441406,323.079986572266,0.28078818321228,0.0812025517225266
"36",81,87,0.0604498013854027,0.300215005874634,0.20372499525547,0.431019991636276,14.4200000762939,0.00243561994284391,5.12442398071289,44.2105903625488,0,1,1,26.394100189209,404.814971923828,489.314392089844,308.576232910156,420.886383056641,305.154266357422,448.859985351562,563.719970703125,426.470001220703,333.640014648438,0.102554216980934,0.0831047594547272
"37",83,87,0.0315751992166042,0.456393986940384,0.457210004329681,0.410255998373032,7.84999990463257,0.00138531997799873,0.781767964363098,41.0865020751953,0,0,0,50.5625,269.170959472656,480.769226074219,200.376815795898,297.243743896484,239.223342895508,360.269989013672,466.609985351562,367.239990234375,302.630004882812,0.091068297624588,0.0752190500497818
"38",85,87,0.0490712001919746,0.146132007241249,0.549019992351532,0.428570985794067,8.77999973297119,0.00143730000127107,1.08153080940247,27.1614265441895,0,0,0,25.6287002563477,245.889602661133,448.717956542969,198.625411987305,248.138961791992,264.672943115234,310.859985351562,437.029998779297,397.540008544922,327.369995117188,0.148866131901741,0.106941692531109
"39",87,87,0.0286781005561352,0.215108007192612,0.54849499464035,0.341462999582291,11.1099996566772,0.00169179996009916,0.864864885807037,32.8269424438477,1,0,0,2.69920992851257,250.727111816406,437.928405761719,196.506546020508,288.461547851562,243.470565795898,588.989990234375,488.760009765625,346.320007324219,294.209991455078,0.0979462936520576,0.0760089084506035
"40",89,87,0.0283835995942354,0.296645998954773,0.386925995349884,0.415524989366531,5.51000022888184,0.00126447004731745,1.81550800800323,32.4809646606445,1,0,0,4.31204986572266,293.803405761719,501.917449951172,214.216979980469,334.183990478516,258.323760986328,443.700012207031,496.279998779297,308.010009765625,305.709991455078,0.0909090936183929,0.0679534301161766
"41",91,87,0.038426298648119,0.34307399392128,0.589905023574829,0.454544991254807,8.78999996185303,0.00162188999820501,0.671348333358765,31.8529758453369,0,0,0,56.8084983825684,289.22265625,431.921020507812,198.006408691406,253.339477539062,266.467407226562,316.190002441406,430.640014648438,314.75,297.339996337891,0.0986920297145844,0.0872922614216805
"42",93,87,0.0362222008407116,0.338901996612549,0.573943972587585,0.484663009643555,5.44999980926514,0.00142641004640609,0.611253201961517,27.4796695709229,0,0,0,58.0826988220215,231.139053344727,187.617263793945,161.377090454102,254.524887084961,182.019622802734,298.779998779297,471.089996337891,400.109985351562,292.980010986328,0.185289964079857,0.0863369703292847
"43",97,87,0.0334505997598171,0.302231013774872,0.595077991485596,0.409774005413055,6.61999988555908,0.00152665004134178,1.566202044487,29.9704036712646,0,1,0,18.4011993408203,333.092681884766,421.698608398438,222.962249755859,338.753387451172,282.970123291016,346.510009765625,480.140014648438,351.170013427734,330.929992675781,0.0843108519911766,0.0765543282032013
"44",99,87,0.0171865001320839,0.153845995664597,1.23438000679016,0.556962013244629,14.75,0.00185911997687072,0.547861516475677,39.5734825134277,1,0,0,14.2846002578735,259.784088134766,417.209899902344,168.269226074219,301.573425292969,247.629089355469,258.989990234375,442.760009765625,387.019989013672,291.440002441406,0.0196078401058912,0.12894706428051
"45",101,87,0.0409402996301651,0.149936005473137,0.571429014205933,0.473881006240845,9.64999961853027,0.00140045001171529,0.99622642993927,34.8702125549316,0,0,0,20.9479007720947,245.629837036133,378.158996582031,203.154708862305,307.258544921875,232.182510375977,325.029998779297,459.899993896484,350.269989013672,317.119995117188,0.094471663236618,0.0760944932699203
"46",105,87,0.0514152012765408,0.381399989128113,0.384236007928848,0.381410002708435,8.8100004196167,0.00195613992400467,1.59845554828644,67.8479766845703,0,1,0,23.5498008728027,314.059539794922,401.132598876953,237.852279663086,323.948638916016,274.868591308594,352.079986572266,463.109985351562,267.779998779297,343.130004882812,0.103680662810802,0.0736591964960098
"47",107,87,0.0497552007436752,0.212895005941391,0.364353001117706,0.450215995311737,8.47000026702881,0.00168747000861913,1.50248754024506,53.1779594421387,0,0,0,39.0477981567383,279.421447753906,350.132629394531,202.934432983398,333.918304443359,276.262908935547,350.630004882812,496.75,332.119995117188,324.970001220703,0.119128152728081,0.0745552331209183
"48",109,87,0.0230995006859303,0.162769004702568,0.781608998775482,0.41176500916481,9.11999988555908,0.00108042999636382,1.59395968914032,27.3215961456299,0,1,0,9.68564033508301,270.095062255859,374.029632568359,226.488052368164,335.420379638672,230.308609008789,320.200012207031,453.609985351562,389.339996337891,302.929992675781,0.0542406290769577,0.0805094614624977
"49",111,87,0.0183048006147146,0.202112004160881,0.522387981414795,0.542856991291046,11.0600004196167,0.00118718994781375,0.830663621425629,29.5823860168457,1,0,0,5.52724981307983,245.151443481445,571.543823242188,179.503921508789,327.966613769531,251.427017211914,260.350006103516,384.149993896484,354.410003662109,304.910003662109,0.0676328465342522,0.0686189904808998
"50",113,87,0.0142070995643735,0.179877996444702,0.220339000225067,0.46153798699379,6.3899998664856,0.00151600001845509,0.448742747306824,40.8014221191406,1,0,0,2.39864993095398,244.755249023438,412.087921142578,154.208999633789,256.410247802734,265.130096435547,291.100006103516,337.089996337891,374.109985351562,246.649993896484,0.0512820482254028,0.0917181968688965
"51",115,87,0.00553320022299886,1.09090995788574,1.5,0.5,20.7000007629395,0.00905433017760515,0.385809302330017,28.1931037902832,1,0,0,1.28365004062653,204.220550537109,503.235076904297,217.490844726562,342.465759277344,245.206085205078,448.420013427734,442.200012207031,340.390014648438,386.119995117188,0.100000001490116,0.0725349485874176
"52",117,87,0.0268722996115685,0.370474010705948,0.793232977390289,0.236966997385025,11.8299999237061,0.00119764998089522,0.581344902515411,38.8149261474609,0,0,0,45.4254989624023,242.307693481445,424.728637695312,167.051147460938,282.409912109375,229.015075683594,327.290008544922,383.880004882812,360.660003662109,302.029998779297,0.0748502984642982,0.0763211622834206
"53",119,87,0.0989658981561661,0.149094000458717,0.347799986600876,0.486182987689972,7.13000011444092,0.00223134993575513,8.82765197753906,75.6724319458008,0,1,1,28.5459995269775,436.766632080078,548.323852539062,354.676116943359,509.465515136719,354.300720214844,494.299987792969,568.400024414062,329.220001220703,379.769989013672,0.168698966503143,0.0791649520397186
"54",123,87,0.030018400400877,0.48743000626564,0.226361006498337,0.443037986755371,6.48999977111816,0.00176085997372866,0.493877559900284,38.4573364257812,0,1,0,25.9601993560791,345.167663574219,396.270385742188,193.072341918945,272.294067382812,242.460479736328,277.339996337891,345.089996337891,328,325.769989013672,0.311355322599411,0.0811937600374222
"55",125,87,0.0266286991536617,0.269042998552322,0.438960999250412,0.396450012922287,7.3600001335144,0.00200971006415784,0.820256769657135,48.1541404724121,0,1,0,22.5818996429443,261.564788818359,457.535034179688,199.584655761719,299.738830566406,320.132476806641,277.679992675781,447.869995117188,361.239990234375,300.769989013672,0.0711077824234962,0.0741533488035202
"56",127,87,0.0291495993733406,0.179616004228592,1.35813999176025,0.335615992546082,15.9899997711182,0.00158289005048573,1.3388888835907,32.0237579345703,0,0,0,34.279899597168,290.909088134766,426.390075683594,257.600769042969,441.141296386719,305.761169433594,329.869995117188,508.609985351562,380.299987792969,329.709991455078,0.0630550608038902,0.0740028768777847
"57",129,87,0.0834982022643089,0.236600995063782,0.393413007259369,0.415158003568649,9.56999969482422,0.00255849002860487,6.28648662567139,67.6796340942383,0,0,1,23.0440998077393,315.576019287109,392.099914550781,220.45295715332,363.288024902344,292.702728271484,464.489990234375,548.489990234375,421.359985351562,319.079986572266,0.0787142217159271,0.0810992121696472
"58",131,87,0.0189848002046347,0.689023971557617,0.49557501077652,0.401785999536514,9.97000026702881,0.00121549004688859,0.412639409303665,37.7000579833984,0,0,0,61.9421005249023,225.86474609375,375.234527587891,220.974670410156,307.692321777344,172.62809753418,278.700012207031,432.809997558594,370.809997558594,259.779998779297,0.167259782552719,0.0835643410682678
"59",133,87,0.055128701031208,0.266959995031357,0.271946996450424,0.334951013326645,8.98999977111816,0.00154456996824592,1.6500655412674,27.4692630767822,0,0,0,26.3813991546631,264.040618896484,318.964447021484,183.260925292969,265.123229980469,230.658065795898,258.25,326.100006103516,329.429992675781,301.640014648438,0.121763192117214,0.248711615800858
"60",135,87,0.0628971979022026,0.0927700027823448,0.477732986211777,0.385592997074127,11.9200000762939,0.00233871000818908,2.15750002861023,35.9924774169922,0,1,0,19.5263004302979,316.085845947266,420.882965087891,179.128921508789,389.852203369141,292.225311279297,388.75,509.950012207031,499.589996337891,333.049987792969,0.0509176999330521,0.133029118180275
"61",137,87,0.0126662002876401,0.207142993807793,1.06896996498108,0.322580993175507,6.17999982833862,0.000814259983599186,0.31671553850174,44.2936744689941,0,0,0,33.0447998046875,299.495574951172,356.125366210938,170.871139526367,170.940170288086,250.836120605469,192.960006713867,360.839996337891,283.899993896484,321.730010986328,0.0687022879719734,0.0709837004542351
"62",139,87,0.0243469998240471,0.522696018218994,0.289474010467529,0.3454549908638,14.2200002670288,0.00167448003776371,1.33333337306976,29.4991474151611,0,0,0,38.0612983703613,278.082397460938,441.595428466797,201.356903076172,302.67236328125,260.5458984375,264.25,452.589996337891,348.049987792969,285.470001220703,0.34879407286644,0.0962556302547455
"63",141,87,0.0314610004425049,0.238636001944542,0.412698000669479,0.487179011106491,13.1800003051758,0.00127114995848387,0.300571441650391,35.9738960266113,0,0,0,39.8515014648438,257.973724365234,388.313598632812,179.705001831055,263.736267089844,196.145324707031,255.559997558594,374.779998779297,380.290008544922,294.980010986328,0.200000002980232,0.0757264569401741
"64",143,87,0.0265806000679731,0.317856997251511,0.314606994390488,0.25,9.35999965667725,0.00085438002133742,0.434959352016449,31.2277851104736,0,0,0,38.6358985900879,250.836120605469,373.931610107422,178.372344970703,234.521575927734,133.043060302734,157.410003662109,380.970001220703,388.429992675781,253.660003662109,0.212121203541756,0.0676937401294708
"65",145,87,0.029985599219799,0.354732990264893,0.340490996837616,0.594595015048981,8.47000026702881,0.00137039995752275,0.778894484043121,44.6475791931152,0,1,0,32.9515991210938,305.343505859375,538.848754882812,200.743179321289,302.197814941406,219.63427734375,334.649993896484,414.630004882812,298.779998779297,295,0.225333333015442,0.0727566182613373
"66",147,87,0.0551685988903046,0.221542000770569,0.426777988672256,0.443136990070343,7.73000001907349,0.00218874006532133,1.51598179340363,36.1862106323242,0,0,0,35.6411018371582,295.182189941406,379.896179199219,205.482666015625,377.697845458984,274.676544189453,390.010009765625,543.210021972656,464.630004882812,330.779998779297,0.0934522598981857,0.114216551184654
"67",149,87,0.0164986997842789,0.271966993808746,1.01538002490997,0.227273002266884,14.6199998855591,0.0015187100507319,0.60924369096756,29.0340213775635,1,0,0,10.004599571228,223.61360168457,437.062927246094,188.768280029297,353.218200683594,210.441482543945,289.429992675781,421.339996337891,342.920013427734,301.230010986328,0.116822429001331,0.0621577203273773
"68",151,87,0.0264557003974915,0.299198001623154,0.360152989625931,0.340425997972488,12.5699996948242,0.00132429995574057,1.27376425266266,25.6928653717041,0,1,0,6.97605991363525,340.479187011719,415.131683349609,218.719757080078,322.414978027344,278.112426757812,294.369995117188,474.260009765625,298.660003662109,294.720001220703,0.073420837521553,0.0776325389742851
"69",153,87,0.0317563004791737,0.34536799788475,0.520709991455078,0.458332985639572,11.3299999237061,0.00138447002973408,0.962264120578766,37.228328704834,0,1,0,28.5284004211426,262.664154052734,294.665008544922,192.8994140625,267.379669189453,237.15901184082,301.290008544922,467.079986572266,350.239990234375,302.25,0.1632329672575,0.0757087394595146
"70",155,87,0.0312278997153044,0.408199995756149,0.559822976589203,0.386543989181519,8.71000003814697,0.00145924999378622,1.12961006164551,31.3744564056396,0,0,0,61.4496994018555,253.244705200195,407.092895507812,200.221343994141,337.909545898438,262.98486328125,278.820007324219,441.489990234375,381.459991455078,304.730010986328,0.125169605016708,0.0818356424570084
"71",157,87,0.0305908005684614,0.278286993503571,0.443681001663208,0.377709001302719,7.48000001907349,0.00191777001600713,1.50966608524323,39.1696510314941,0,1,0,21.6035995483398,317.534515380859,409.777130126953,192.418060302734,302.616180419922,245.793807983398,418.480010986328,478.480010986328,342.130004882812,318.070007324219,0.124677561223507,0.0777127295732498
"72",159,87,0.0362330004572868,0.243589997291565,0.492940008640289,0.476563006639481,8.64000034332275,0.00158618995919824,2.01926779747009,27.7648944854736,0,1,0,16.9913005828857,334.103485107422,475.322814941406,260.270965576172,329.546447753906,265.431457519531,374.410003662109,491.160003662109,346.809997558594,351.739990234375,0.0914675816893578,0.0770521834492683
"73",161,87,0.020006999373436,0.482425004243851,0.508197009563446,0.451613008975983,7.98000001907349,0.00124824000522494,1.00528168678284,31.3453025817871,1,0,0,13.036600112915,275.496978759766,402.504486083984,201.567520141602,279.249206542969,251.42024230957,334.920013427734,450.279998779297,277.600006103516,302.829986572266,0.110243901610374,0.0736218765377998
"74",163,87,0.0215728003531694,0.310986995697021,0.401197999715805,0.455224007368088,11.25,0.00136587000451982,0.535374879837036,34.0129089355469,0,0,0,36.3494987487793,217.178085327148,415.282379150391,196.551422119141,279.034698486328,238.629989624023,295.070007324219,429.269989013672,318.019989013672,299.920013427734,0.121085599064827,0.0747279673814774
"75",165,87,0.0508341006934643,0.340678989887238,0.468531012535095,0.43283599615097,7.42000007629395,0.00151382002513856,1.07836985588074,38.7473945617676,0,0,0,42.4255981445312,309.176361083984,471.342376708984,203.016235351562,294.412414550781,267.685150146484,374.25,442.380004882812,381.140014648438,285.5,0.0959530025720596,0.0854818001389503
"76",167,87,0.0238285008817911,0.362269997596741,0.322580993175507,0.371428996324539,10.4799995422363,0.0015514399856329,1.2752525806427,35.0968627929688,0,1,0,12.5790996551514,293.553802490234,419.036224365234,221.099517822266,326.828338623047,253.009582519531,351.089996337891,463.690002441406,312.529998779297,311.470001220703,0.109259262681007,0.0768743902444839
"77",169,87,0.0121032996103168,0.343387007713318,0.722972989082336,0.448597997426987,12.3599996566772,0.00109519995748997,0.800884962081909,37.7078514099121,0,1,0,7.67091989517212,345.639068603516,588.697021484375,190.555450439453,331.564971923828,206.685836791992,306.420013427734,406.619995117188,348.369995117188,306.679992675781,0.137203171849251,0.0828067734837532
"78",171,87,0.0243954006582499,0.175649002194405,0.909090995788574,0.458332985639572,8.67000007629395,0.00157442002091557,1.15213358402252,31.1530609130859,1,0,0,5.64348983764648,385.342437744141,412.521240234375,224.722427368164,339.954681396484,253.620712280273,288.320007324219,452.529998779297,341.769989013672,324.059997558594,0.0820734277367592,0.0773525387048721
"79",173,87,0.0139937000349164,0.530435025691986,0.32786899805069,0.150000005960464,6.6399998664856,0.00316379009746015,0.203422054648399,37.7270202636719,1,0,0,25.3913993835449,231.696014404297,213.675216674805,175.160415649414,267.094024658203,204.379211425781,193.009994506836,334.440002441406,414.679992675781,304.320007324219,0.419753104448318,0.0746268704533577
"80",175,87,0.0164931993931532,0.350347995758057,0.410596013069153,0.387097001075745,7.30999994277954,0.00164548994507641,0.687830686569214,46.414608001709,1,0,0,6.03408002853394,253.339477539062,402.504486083984,172.645309448242,317.339416503906,257.873382568359,627.02001953125,344.059997558594,357.690002441406,298.329986572266,0.10230179131031,0.0843665823340416
"81",179,87,0.0318720005452633,0.37754300236702,0.328664004802704,0.426230013370514,9.89999961853027,0.00147819996345788,1.28169012069702,38.4406661987305,0,1,0,17.885799407959,314.425048828125,361.101776123047,241.003372192383,342.681945800781,270.486602783203,349.630004882812,459.320007324219,387.160003662109,376.450012207031,0.134810715913773,0.0870309323072433
"82",181,87,0.0729478970170021,0.182589992880821,0.343023002147675,0.548022985458374,7.05999994277954,0.00172947999089956,1.57028114795685,27.5917911529541,0,1,0,44.6282997131348,244.836181640625,365.471618652344,279.227264404297,325.027099609375,213.582153320312,290.690002441406,453.529998779297,317.230010986328,286.450012207031,0.100038930773735,0.0797743275761604
"83",183,87,0.0568423010408878,0.204216003417969,0.381907999515533,0.367347002029419,12.1499996185303,0.00212751002982259,4.38875865936279,48.7649192810059,0,1,1,23.4435997009277,360.954895019531,528.559326171875,306.083526611328,430.069702148438,348.275360107422,444.450012207031,597.950012207031,453.079986572266,362.989990234375,0.0852700993418694,0.0993558466434479
